transport_mode,distance_km,weather,time_of_day,co2_kg
4,10.94,1,18,0.012
3,19.77,1,15,1.102
1,14.25,0,19,1.208
1,29.7,0,16,2.029
4,14.04,0,19,0.026
0,27.05,1,22,6.944
4,9.93,0,23,0.01
3,13.07,0,21,0.589
0,7.94,1,12,1.138
1,24.17,1,6,2.599
0,16.42,0,7,3.229
1,24.41,1,3,1.936
3,20.16,1,15,0.953
2,28.23,1,8,0.876
3,25.06,0,9,0.905
4,16.93,0,1,0.032
0,22.06,1,12,4.701
0,25.97,0,3,5.561
3,3.36,1,19,0.144
3,9.52,0,15,0.423
2,13.94,0,16,0.419
2,1.35,0,9,0.068
2,7.72,1,19,0.411
2,9.15,0,11,0.46
4,24.84,1,3,0.013
0,20.81,1,8,4.642
4,6.09,0,1,0.01
1,14.09,0,5,0.977
1,2.72,1,14,0.265
2,20.27,1,4,0.61
3,23.32,1,12,1.682
4,10.25,1,4,0.02
3,10.95,1,10,0.396
0,22.97,1,5,6.239
3,13.52,1,0,0.488
0,2.55,0,4,0.569
4,8.19,0,18,0.01
4,2.12,0,5,0.01
3,25.5,0,14,1.103
3,20.69,0,5,1.182
3,6.69,1,17,0.372
2,11.67,1,10,0.593
4,26.2,0,15,0.045
3,25.69,0,2,1.235
3,11.63,1,13,0.476
3,7.79,0,20,0.264
3,4.37,0,21,0.169
1,5.42,1,18,0.547
4,27.34,1,20,0.05
3,1.59,1,14,0.082
4,24.77,0,3,0.029
3,18.72,0,19,0.921
2,15.69,1,18,0.55
2,4.19,0,1,0.116
0,27.85,1,20,8.333
0,16.55,1,20,3.306
2,10.31,1,20,0.257
4,7.6,1,8,0.011
3,20.11,0,7,0.892
3,10.24,1,23,0.766
4,27.96,1,15,0.036
3,10.51,1,11,0.428
3,26.05,0,23,1.363
1,4.48,0,15,0.374
4,9.14,1,20,0.017
1,23.53,0,4,2.21
3,19.94,1,22,0.683
0,8.25,0,6,1.891
1,24.07,1,18,2.173
0,23.33,1,15,4.292
3,25.59,1,4,0.994
2,1.16,0,7,0.044
3,29.45,0,13,1.922
3,3.44,0,2,0.188
3,27.73,0,4,0.855
0,16.76,1,20,5.332
0,22.8,0,4,5.401
2,14.01,0,22,0.402
1,28.95,0,18,3.129
3,7.62,1,1,0.401
2,16.22,1,23,0.468
1,29.95,1,9,3.659
1,10.45,1,19,0.84
1,11.61,0,17,0.986
3,15.11,0,10,0.806
4,6.92,0,19,0.01
2,29.89,1,9,1.743
2,2.4,1,6,0.058
4,2.36,0,8,0.01
2,5.58,1,6,0.202
2,15.46,1,18,0.622
0,27.08,1,9,8.418
2,23.85,0,22,0.566
1,25.28,1,1,1.738
2,13.9,0,13,0.584
3,7.32,0,22,0.489
1,26.09,0,6,2.144
2,18.3,0,12,0.383
2,27.21,0,12,0.74
1,20.37,0,1,2.113
1,17.58,1,21,1.689
4,20.53,0,0,0.041
0,2.01,1,15,0.467
2,7.03,0,5,0.291
1,25.76,0,9,2.268
2,18.83,1,8,0.738
0,29.45,0,13,4.909
1,21.18,0,10,2.287
3,17.04,1,22,1.328
2,29.26,0,12,1.531
4,28.09,1,16,0.017
4,25.33,0,19,0.044
1,9.08,1,13,0.915
1,4.54,1,17,0.522
2,24.57,0,8,1.068
1,9.09,0,9,0.684
0,18.51,1,17,3.045
4,1.25,0,10,0.01
3,9.13,0,6,0.596
2,18.27,0,12,0.679
2,5.08,0,18,0.166
3,17.32,1,23,1.04
3,26.81,1,21,1.371
3,4.23,0,13,0.134
0,11.87,0,5,2.097
2,1.15,1,16,0.046
3,27.79,1,2,1.705
1,1.23,1,10,0.094
3,21.71,0,10,1.478
3,7.82,0,13,0.542
4,12.34,0,15,0.023
1,13.28,1,7,1.297
1,12.63,1,20,1.236
1,12.98,1,3,0.978
2,14.08,0,0,0.302
0,10.84,1,4,2.977
1,25.72,0,3,1.769
0,28.21,1,7,5.874
0,8.01,1,15,1.661
1,6.07,1,16,0.519
3,8.96,0,4,0.426
3,18.33,0,13,0.853
1,12.55,1,1,1.187
2,27.5,0,10,0.698
3,1.85,1,22,0.093
4,8.26,0,2,0.01
2,12.35,0,3,0.491
4,1.91,0,8,0.01
4,13.17,1,19,0.017
3,11.3,0,4,0.559
2,23.62,0,2,0.764
2,19.1,1,7,0.879
1,4.9,0,19,0.487
2,1.78,0,5,0.086
2,8.2,1,2,0.32
0,13.1,1,8,3.824
3,27.24,1,11,1.641
1,29.68,0,4,2.688
3,27.33,1,8,1.228
0,2.34,1,8,0.457
3,11.25,0,3,0.769
4,23.44,1,21,0.047
2,7.58,0,20,0.358
1,19.64,0,9,1.694
3,3.74,0,8,0.131
1,8.18,0,9,0.644
3,10.7,0,19,0.393
2,7.31,1,17,0.296
0,2.42,1,1,0.342
3,10.63,1,11,0.521
0,20.87,1,18,5.271
1,2.77,1,12,0.302
1,25.45,1,6,2.372
4,6.79,0,1,0.012
1,11.97,0,21,1.194
1,2.71,1,6,0.23
1,16.03,0,6,1.296
3,11.86,0,21,0.692
0,10.87,0,14,2.593
3,18.86,0,13,0.73
3,11.92,0,13,0.743
0,29.14,1,5,4.8
4,1.89,0,18,0.01
0,19.3,1,2,5.076
2,27.55,0,2,0.661
4,28.79,1,21,0.051
0,7.44,1,17,2.03
4,7.63,1,12,0.016
1,1.02,1,17,0.107
4,7.17,1,11,0.01
2,17.45,1,15,0.893
2,19.87,0,9,0.672
3,22.56,1,13,1.108
3,7.17,0,20,0.305
4,16.35,0,12,0.016
0,7.92,1,14,1.712
4,9.52,1,23,0.013
4,14.91,0,5,0.019
0,24.22,1,11,7.463
0,27.55,1,0,4.694
2,10.16,1,20,0.482
1,5.12,1,20,0.708
3,22.44,0,23,1.049
1,22.24,0,16,1.895
3,12.05,1,8,0.797
1,28.93,0,16,2.508
1,18.22,1,7,1.502
2,15.32,1,13,0.753
2,29.97,1,15,1.215
3,22.46,0,23,0.782
2,26.06,0,5,1.31
1,21.65,1,14,1.676
3,20.03,1,23,1.353
0,11.06,0,9,2.894
2,29.29,1,23,1.012
3,17.2,0,12,0.991
1,9.65,0,11,0.84
4,14.51,0,18,0.031
0,17.02,0,22,2.343
0,21.39,1,18,7.114
4,26.47,0,22,0.027
3,22.01,0,2,1.259
4,18.47,0,11,0.038
2,12.75,1,3,0.351
3,12.99,0,22,0.555
3,19.95,1,13,0.977
4,25.71,0,12,0.035
4,0.85,1,3,0.01
1,11.11,1,16,0.837
3,18.42,0,14,0.821
2,16.27,0,1,0.854
1,9.72,0,9,0.912
4,25.75,0,10,0.038
0,6.41,1,5,1.419
2,21.32,0,10,0.442
1,20.54,1,6,1.619
2,13.78,0,9,0.636
4,8.44,0,0,0.01
2,6.12,0,4,0.157
1,18.12,0,14,1.065
3,5.93,1,13,0.451
4,8.12,1,10,0.01
1,15.01,0,10,1.273
2,16.26,0,20,0.362
2,7.39,1,6,0.3
2,1.44,1,17,0.067
2,5.28,0,22,0.188
4,23.06,1,15,0.023
0,12.53,1,3,2.567
0,28.77,1,1,5.33
1,7.5,1,4,0.534
1,9.03,1,22,1.08
0,22.74,1,12,4.263
0,1.47,0,22,0.293
4,22.42,1,0,0.05
2,26.93,0,12,0.657
4,9.6,0,10,0.01
3,1.39,1,14,0.071
4,18.38,1,11,0.034
4,21.17,1,10,0.027
1,27.52,1,15,1.806
3,24.4,1,3,1.107
0,20.94,0,20,3.941
0,26.38,0,14,3.625
0,29.59,1,8,4.704
1,23.3,1,23,2.188
3,19.62,1,21,1.209
4,15.34,0,5,0.014
4,20.78,1,13,0.029
2,0.92,0,7,0.032
0,13.33,1,12,2.954
1,10.56,1,18,0.856
3,27.05,1,18,1.38
0,22.92,1,0,5.04
3,8.81,0,0,0.641
0,18.13,1,21,3.981
2,19.86,0,23,0.593
1,21.96,1,5,2.175
1,14.65,0,3,0.939
1,21.64,0,6,1.344
2,3.82,0,5,0.081
4,10.21,0,0,0.01
0,3.92,1,8,1.261
1,0.81,0,0,0.054
3,17.27,0,22,0.825
2,27.41,0,12,0.968
2,14.8,0,22,0.498
1,26.57,1,5,2.036
1,24.48,0,2,2.187
0,14.58,0,2,2.877
2,10.61,0,8,0.412
2,20.51,1,11,1.079
1,4.11,0,22,0.27
2,22.65,0,12,1.001
3,26.4,0,20,1.122
1,27.87,1,19,2.851
2,28.68,1,5,1.489
4,25.57,0,8,0.039
4,8.49,0,19,0.01
2,6.89,1,5,0.247
3,1.17,1,14,0.072
1,21.68,1,4,1.455
3,26.48,1,9,2.04
1,14.03,0,1,0.999
4,21.89,1,11,0.028
3,3.59,0,7,0.255
3,11.51,1,12,0.744
3,14.65,1,16,0.829
0,13.6,1,19,2.606
1,28.18,0,21,1.981
3,12.86,1,4,0.863
0,27.78,1,13,4.741
3,26.92,1,5,2.017
3,23.8,1,3,1.137
3,23.0,0,14,0.913
2,15.76,1,15,0.646
0,16.2,1,14,3.749
3,21.27,0,1,0.836
3,17.53,0,19,1.125
2,17.91,1,16,0.839
3,0.77,0,9,0.038
2,29.6,1,7,1.441
1,15.34,0,15,0.957
2,17.49,0,2,0.718
2,4.84,1,12,0.153
1,26.69,1,3,1.879
2,23.4,1,8,0.67
1,11.45,1,7,1.165
2,27.04,1,6,0.809
1,13.65,0,20,1.457
0,28.46,0,9,8.21
0,6.73,0,10,1.2
4,13.63,1,21,0.023
0,6.42,1,6,1.823
1,16.69,1,5,1.434
4,10.55,1,18,0.019
3,28.22,1,15,1.583
0,22.17,0,13,4.477
3,8.18,1,5,0.29
3,1.81,1,18,0.131
2,19.29,0,1,0.882
2,18.42,1,21,0.509
2,28.31,0,13,0.613
4,21.49,0,9,0.04
0,5.08,0,22,0.679
2,5.45,0,13,0.211
1,20.04,0,22,1.302
2,1.71,0,13,0.072
4,22.94,0,3,0.031
3,28.23,1,15,1.735
2,23.86,1,5,0.925
4,28.39,0,22,0.052
2,23.06,0,3,0.984
1,29.2,1,20,3.231
4,18.19,1,5,0.011
0,29.35,0,20,5.083
4,3.6,0,19,0.01
1,15.55,1,10,1.676
2,14.4,0,1,0.578
3,10.18,1,11,0.709
2,18.1,1,16,0.472
3,11.56,0,6,0.771
0,17.29,0,21,3.579
2,3.2,1,6,0.113
4,27.89,1,1,0.043
4,1.24,0,14,0.01
0,14.37,1,16,2.453
2,4.94,0,10,0.191
0,8.26,0,11,2.083
4,10.82,0,20,0.016
1,3.41,1,0,0.353
4,22.31,1,21,0.015
1,3.62,1,14,0.388
2,0.66,1,15,0.019
2,2.75,1,5,0.13
0,1.31,0,5,0.288
1,5.11,0,14,0.411
2,3.23,0,1,0.068
1,13.41,1,11,1.544
3,2.92,0,6,0.113
1,18.21,1,22,2.168
4,0.81,1,12,0.01
2,19.1,0,14,0.669
2,7.27,1,15,0.225
4,25.79,1,23,0.03
3,6.89,0,23,0.271
2,16.54,1,8,0.759
4,3.85,1,2,0.01
2,19.34,0,20,0.611
2,20.83,0,21,0.827
0,8.9,1,12,2.089
2,21.57,1,12,1.19
4,22.38,1,1,0.034
0,17.67,1,15,3.4
1,18.97,0,10,1.496
3,0.76,1,15,0.05
1,3.4,1,14,0.361
1,3.46,0,21,0.435
4,17.04,1,0,0.034
3,14.67,1,4,0.865
0,17.01,1,16,2.447
3,11.83,0,17,0.482
0,21.77,0,10,4.307
1,18.68,0,23,1.551
1,23.04,0,5,2.303
0,9.07,1,8,2.074
0,13.89,0,13,3.217
3,21.15,0,1,0.686
3,7.97,1,6,0.586
1,6.11,1,17,0.623
3,14.37,0,21,0.762
0,1.81,0,6,0.326
3,24.01,1,7,0.848
2,12.16,0,22,0.294
0,21.68,1,18,6.402
3,2.66,0,3,0.172
1,13.0,0,21,1.225
4,12.54,1,14,0.016
2,1.27,1,11,0.055
0,16.92,0,17,2.739
4,23.15,1,8,0.043
3,18.68,0,10,1.282
4,20.7,0,14,0.031
1,25.95,1,6,2.72
1,15.97,1,14,1.405
3,9.09,0,10,0.389
0,17.19,0,10,4.789
0,20.57,0,23,3.509
0,3.95,0,14,0.785
0,7.3,1,8,2.369
0,13.29,1,0,3.253
1,1.83,0,10,0.15
0,13.63,0,13,3.106
4,10.97,0,3,0.013
2,8.43,0,16,0.259
2,6.68,1,0,0.298
1,25.96,1,14,2.849
0,21.95,1,17,6.201
3,6.04,1,23,0.24
0,5.7,1,6,1.155
0,20.55,0,7,2.722
4,4.16,0,6,0.01
4,28.08,1,16,0.025
2,11.15,0,18,0.37
3,14.66,1,7,1.095
0,3.75,1,14,0.805
2,29.78,0,1,1.336
3,20.24,0,17,0.648
3,12.79,1,22,1.0
2,12.24,0,9,0.387
4,27.58,0,10,0.046
2,10.84,0,9,0.475
3,12.95,0,12,0.658
2,8.48,1,11,0.32
2,9.91,1,15,0.471
4,7.28,1,8,0.01
0,8.62,0,15,1.118
0,26.54,1,16,4.0
0,19.86,1,7,3.342
3,27.83,0,3,1.907
4,0.83,0,23,0.01
3,6.18,0,15,0.309
3,16.39,0,18,1.051
0,28.44,0,15,6.335
1,1.98,0,16,0.133
3,9.06,0,13,0.53
1,21.04,1,9,2.38
3,27.59,1,9,1.477
0,1.29,0,23,0.24
1,26.6,1,12,1.842
3,17.76,0,5,0.845
0,16.17,0,20,2.884
3,28.53,0,21,0.932
1,22.05,0,1,2.109
4,9.37,1,22,0.017
1,29.34,1,12,2.58
0,2.76,0,3,0.637
2,4.69,1,21,0.238
2,12.38,1,15,0.544
4,1.98,1,4,0.01
1,8.07,1,23,0.831
1,5.67,1,7,0.564
4,11.93,1,8,0.022
3,14.36,0,20,0.551
0,12.64,1,13,2.176
3,18.58,1,4,1.344
4,15.5,1,14,0.025
2,11.35,1,12,0.503
2,29.89,1,16,1.281
3,1.54,0,4,0.078
4,28.95,1,0,0.034
3,8.53,1,10,0.679
1,11.21,1,18,1.364
3,10.74,1,2,0.421
4,28.64,0,20,0.016
2,8.93,1,18,0.273
3,7.58,1,22,0.244
1,22.16,0,18,2.477
2,8.8,1,3,0.307
0,3.62,0,18,1.041
2,26.59,1,16,0.829
4,2.93,0,16,0.01
1,13.57,1,5,1.381
3,3.5,0,0,0.183
2,17.63,1,0,0.415
3,6.65,0,16,0.215
4,14.72,0,8,0.01
4,19.73,1,17,0.017
2,9.6,0,14,0.266
2,19.06,0,12,0.909
2,25.74,1,0,1.088
3,4.97,0,22,0.146
4,26.91,1,5,0.041
2,24.79,0,7,1.133
1,12.61,0,9,1.47
0,20.5,1,17,3.708
3,4.85,1,7,0.186
1,6.67,1,10,0.649
3,12.39,0,21,0.669
3,0.76,0,16,0.049
4,16.5,1,4,0.038
3,28.95,0,8,1.077
0,10.92,0,16,1.491
2,16.8,1,23,0.483
1,8.42,0,13,0.698
1,1.27,0,13,0.099
3,21.77,0,5,1.565
1,3.73,0,16,0.233
3,20.48,0,21,1.185
2,19.72,0,13,0.707
0,3.61,0,8,0.75
2,12.42,0,12,0.656
3,6.89,1,9,0.286
2,6.01,0,8,0.267
0,2.19,0,11,0.572
0,15.15,0,5,2.013
1,17.39,0,21,1.433
3,7.87,1,3,0.313
4,21.27,0,4,0.026
2,12.97,0,4,0.551
4,23.97,1,6,0.029
1,4.97,1,15,0.375
1,8.26,1,14,0.621
4,23.94,1,8,0.037
2,1.55,1,11,0.049
3,9.45,1,1,0.58
1,6.83,1,18,0.551
0,15.12,1,17,2.725
1,15.32,1,2,1.351
2,16.67,0,22,0.418
4,29.36,1,10,0.024
0,4.12,1,11,0.938
4,14.82,1,8,0.018
0,19.89,1,20,5.366
2,15.18,1,20,0.384
4,11.5,0,21,0.015
3,17.91,0,6,0.821
4,4.76,0,21,0.01
2,11.19,0,11,0.415
2,25.52,0,10,0.943
0,14.63,0,17,2.556
0,20.93,1,6,5.529
1,5.58,1,12,0.612
4,1.8,0,19,0.01
4,9.61,1,14,0.018
0,7.07,0,20,1.623
0,6.77,1,22,1.466
4,0.59,1,9,0.01
3,1.25,1,17,0.097
2,3.23,0,10,0.102
2,14.91,0,3,0.371
2,8.83,0,21,0.38
0,6.5,1,3,1.191
4,28.89,1,23,0.029
4,23.25,0,5,0.02
4,4.87,0,16,0.01
1,7.1,1,0,0.5
0,23.1,0,7,3.746
1,5.8,1,8,0.472
1,11.73,0,7,0.979
0,23.78,0,2,4.931
1,16.1,0,8,1.488
3,21.77,1,3,1.571
4,27.05,0,16,0.055
2,10.85,1,4,0.291
2,26.42,0,23,1.34
0,0.78,0,18,0.197
3,4.65,0,14,0.306
1,6.82,0,23,0.558
0,17.21,0,17,3.243
2,18.64,1,15,0.678
0,17.64,0,7,4.312
3,22.02,0,21,1.152
2,21.98,1,2,0.57
3,17.6,0,16,1.042
2,25.63,1,21,0.709
3,29.04,0,7,1.827
4,17.22,1,7,0.013
0,12.56,0,23,2.249
2,26.17,1,23,1.037
1,27.35,1,2,2.799
0,11.93,0,15,1.873
2,6.56,0,0,0.273
0,25.85,0,21,4.102
4,12.71,0,1,0.013
3,26.07,1,15,0.987
4,2.72,1,14,0.01
3,21.44,1,21,1.14
1,7.03,0,15,0.473
1,26.65,1,10,3.383
0,28.64,1,15,6.543
4,2.3,1,4,0.01
3,12.1,0,9,0.813
1,11.01,0,4,0.827
2,22.21,0,20,1.014
3,19.13,0,10,0.731
4,4.56,0,19,0.01
0,3.56,0,18,0.798
1,6.23,0,2,0.367
0,14.75,1,13,3.821
4,21.84,1,5,0.028
0,23.84,1,0,3.966
3,26.33,1,7,1.735
1,1.12,0,1,0.108
1,5.13,0,17,0.49
1,18.56,1,18,2.115
1,26.05,0,0,1.881
2,11.68,0,8,0.395
2,10.12,1,7,0.267
3,12.9,1,22,0.612
3,22.75,1,5,0.833
0,27.06,0,14,6.355
2,9.42,1,12,0.253
0,7.65,0,11,2.025
2,12.19,1,21,0.431
2,19.34,0,12,0.471
1,16.03,1,4,1.739
4,14.29,0,4,0.014
0,3.35,1,15,0.613
1,4.73,0,23,0.323
3,27.91,1,12,2.068
3,6.3,0,2,0.321
2,11.4,0,5,0.416
3,16.61,1,7,1.374
2,19.59,0,18,1.013
4,18.45,0,14,0.013
4,11.4,0,8,0.02
0,29.39,0,4,6.178
3,15.69,1,12,1.115
4,29.17,1,20,0.04
0,23.98,0,1,5.659
2,24.17,0,15,1.227
4,10.67,1,13,0.023
0,9.04,1,20,2.797
2,12.54,0,3,0.317
0,22.02,1,22,4.72
3,26.82,1,23,1.69
4,6.33,0,21,0.01
4,15.83,1,15,0.016
2,5.9,1,3,0.213
1,26.05,0,6,2.111
1,12.17,0,22,0.926
4,24.69,0,21,0.015
3,20.16,1,21,0.707
2,9.51,0,22,0.5
3,16.51,0,16,1.004
1,13.52,1,20,1.323
3,6.52,1,10,0.41
3,26.75,0,18,1.927
3,22.03,1,11,1.35
1,10.29,1,1,0.913
0,5.76,1,4,0.869
2,9.45,1,23,0.245
0,14.24,0,16,3.546
4,27.83,1,18,0.04
2,12.76,0,18,0.484
2,23.5,1,5,1.1
0,25.51,0,5,6.099
3,11.75,0,11,0.405
3,2.28,1,17,0.16
3,21.07,1,3,1.355
2,29.51,0,16,0.975
4,9.25,1,9,0.011
2,14.74,0,1,0.483
4,8.95,1,21,0.019
4,18.49,0,23,0.011
0,11.38,0,22,1.645
3,17.67,0,21,1.339
4,5.19,1,1,0.01
4,16.37,0,19,0.031
1,26.6,1,13,1.808
4,8.16,0,7,0.015
3,7.72,1,11,0.418
3,7.0,1,4,0.298
4,6.84,0,20,0.01
2,6.9,0,9,0.208
3,19.72,1,0,1.461
2,16.84,0,17,0.635
4,13.54,1,6,0.024
0,14.67,1,8,3.65
4,18.05,0,22,0.027
2,19.52,1,19,0.971
4,18.31,0,2,0.031
2,17.88,1,15,0.558
3,18.23,0,18,0.979
1,5.63,1,23,0.499
1,7.03,1,3,0.51
1,16.1,1,16,1.226
2,23.81,1,9,0.969
3,4.53,0,5,0.218
2,8.93,0,4,0.223
4,10.06,0,21,0.01
3,18.65,0,22,1.172
3,4.93,1,6,0.336
4,21.1,1,17,0.022
0,2.86,1,12,0.644
2,3.07,0,8,0.079
2,17.31,0,6,0.759
2,28.26,0,4,0.664
2,8.85,1,18,0.391
2,21.09,1,6,0.766
1,19.84,1,22,1.875
0,17.14,0,15,2.359
0,26.81,1,9,5.452
3,13.93,1,3,0.753
0,29.32,0,8,4.601
3,11.74,1,10,0.717
3,29.66,1,4,1.144
3,6.88,1,5,0.427
1,9.12,0,5,0.691
4,11.07,1,14,0.01
0,7.47,1,4,1.097
2,2.98,1,5,0.116
1,7.99,0,23,0.585
2,10.75,0,23,0.4
3,16.62,0,14,1.117
4,16.4,1,5,0.012
2,19.84,1,20,0.619
1,14.0,0,11,1.24
3,26.5,1,13,1.45
0,15.4,0,2,2.252
1,25.05,0,17,2.871
3,15.46,1,3,1.036
2,8.3,1,22,0.314
0,27.8,1,0,7.291
0,2.41,0,23,0.359
4,18.99,0,15,0.037
1,4.42,1,9,0.515
3,9.39,0,10,0.615
1,9.96,1,3,0.979
4,3.74,0,10,0.01
4,9.29,0,17,0.01
1,15.1,0,9,1.375
2,4.08,0,15,0.082
2,24.57,1,4,1.175
4,22.6,0,18,0.029
3,10.92,0,20,0.384
0,0.88,0,19,0.202
3,11.1,1,18,0.574
3,3.28,1,7,0.233
3,25.78,0,16,1.208
0,16.26,1,7,2.579
0,7.24,0,19,1.203
1,3.48,1,15,0.244
0,22.63,0,16,5.699
0,19.3,1,22,3.652
2,28.49,1,17,1.554
0,18.87,0,13,3.714
4,16.84,1,7,0.032
1,16.58,0,19,1.447
0,1.61,1,9,0.32
3,16.45,1,19,0.803
2,28.71,0,13,0.737
0,22.1,1,8,6.419
3,19.83,0,17,1.239
2,4.85,0,12,0.194
3,8.39,1,22,0.345
3,8.74,1,23,0.623
1,19.02,1,3,1.713
1,3.64,0,19,0.309
0,23.0,1,17,6.227
1,16.73,0,22,1.033
4,27.33,1,22,0.019
1,16.85,1,2,1.488
0,28.32,1,0,7.023
4,9.52,1,2,0.014
3,21.37,1,21,0.73
4,17.55,1,6,0.013
0,23.2,0,2,5.457
4,13.73,1,15,0.021
0,28.35,1,21,7.698
0,0.53,1,11,0.116
3,12.82,0,17,0.428
0,18.48,0,10,5.33
4,15.81,0,16,0.019
1,5.09,0,10,0.482
1,24.96,1,20,2.229
2,4.58,0,3,0.239
0,21.27,0,22,3.036
4,27.95,0,0,0.046
0,8.12,0,4,1.046
2,21.27,0,4,1.041
0,25.54,1,4,3.298
1,5.94,0,21,0.435
2,25.52,1,8,1.037
2,17.13,0,5,0.634
1,1.32,0,3,0.124
4,27.16,0,4,0.019
2,26.39,1,17,1.296
3,24.78,1,23,1.919
0,28.51,0,7,5.172
1,23.31,1,11,2.751
2,7.98,1,9,0.435
2,4.34,1,10,0.223
3,28.26,1,22,1.915
1,11.58,1,1,0.865
0,17.2,1,7,3.633
2,13.64,1,23,0.452
2,0.53,0,6,0.026
3,4.52,1,21,0.177
1,11.41,0,19,1.249
2,4.92,1,16,0.251
0,2.65,0,15,0.503
4,3.85,0,14,0.01
4,20.08,1,13,0.017
0,8.14,1,21,2.686
2,7.74,0,2,0.243
1,11.77,1,20,1.286
2,5.61,1,14,0.266
0,5.27,1,19,0.896
2,0.98,0,3,0.043
2,18.89,1,6,0.683
3,0.64,1,4,0.044
3,20.5,1,4,0.866
4,0.7,1,2,0.01
4,7.21,0,9,0.014
3,5.48,0,21,0.339
2,1.93,1,11,0.06
0,5.86,0,23,0.871
4,28.48,1,6,0.034
1,18.38,0,18,1.82
2,6.31,0,21,0.31
4,7.78,1,8,0.01
2,10.48,1,10,0.519
3,25.38,1,17,1.818
4,26.26,0,5,0.035
0,5.22,1,17,1.463
4,28.72,1,1,0.055
2,29.8,1,13,1.285
3,22.21,0,10,1.102
4,29.96,1,16,0.058
4,21.34,1,9,0.021
3,8.35,1,0,0.372
1,17.84,0,4,1.809
2,8.69,1,5,0.354
0,1.92,1,19,0.598
4,25.61,1,15,0.046
4,10.21,0,5,0.013
4,7.74,0,23,0.01
2,9.43,0,17,0.321
1,2.21,1,7,0.216
4,26.91,0,2,0.042
1,25.74,0,18,2.252
3,4.22,1,7,0.155
4,9.9,0,2,0.01
1,18.1,1,18,2.035
1,21.71,0,14,1.511
3,26.65,0,19,1.627
2,10.99,1,2,0.556
2,24.41,1,12,1.251
2,24.71,1,9,1.227
3,7.4,0,3,0.314
2,2.3,0,15,0.077
4,24.69,0,0,0.024
0,24.05,0,18,5.592
3,25.86,0,8,0.957
1,17.1,1,9,2.083
0,17.33,1,12,3.186
3,26.87,0,23,1.024
3,8.66,0,13,0.311
4,8.14,0,22,0.01
4,13.46,0,10,0.019
0,13.37,0,20,2.683
3,10.83,0,15,0.712
1,22.62,0,14,1.873
0,16.23,1,22,4.621
3,17.03,1,15,1.36
4,16.39,0,6,0.021
1,17.63,0,16,1.571
1,28.97,0,17,2.448
3,6.98,1,21,0.285
1,27.82,0,4,2.536
4,25.64,0,2,0.046
4,2.73,0,15,0.01
3,7.37,0,2,0.338
2,22.03,0,15,0.804
4,29.65,1,16,0.045
3,22.61,0,19,0.831
3,1.11,1,16,0.079
1,25.33,0,22,2.519
1,8.44,1,16,0.619
3,26.48,0,20,1.299
3,21.3,1,15,0.901
1,17.41,0,5,1.301
4,3.0,0,6,0.01
1,19.82,1,3,1.607
2,19.2,0,1,0.431
1,20.83,0,18,2.406
0,22.68,0,14,6.13
3,17.44,1,22,0.927
0,13.45,1,4,2.789
1,23.57,1,22,2.084
2,19.06,0,10,0.491
4,22.91,0,9,0.021
1,9.12,0,7,0.971
1,23.68,1,19,3.191
4,18.78,1,0,0.014
2,3.16,1,3,0.081
4,12.8,1,12,0.012
1,12.41,0,19,1.347
1,11.71,1,21,1.13
2,19.48,0,7,0.736
3,9.4,1,6,0.444
0,1.15,0,9,0.212
2,2.98,0,7,0.141
2,22.14,1,7,1.047
4,15.03,0,5,0.027
4,24.95,0,0,0.023
3,7.57,0,10,0.278
4,29.84,1,11,0.044
1,5.74,0,14,0.543
0,24.19,0,12,4.032
0,29.31,1,21,7.176
1,19.29,1,6,2.215
2,29.0,0,22,0.809
4,19.89,0,10,0.035
0,8.94,0,8,2.407
4,25.19,0,0,0.02
1,15.69,1,19,1.802
2,11.49,1,15,0.302
0,3.12,0,21,0.766
4,8.82,1,7,0.016
2,18.98,0,12,0.484
3,10.91,0,11,0.722
4,23.65,1,14,0.048
2,17.45,0,19,0.763
1,0.69,1,23,0.069
1,22.01,0,9,2.013
1,4.05,0,11,0.393
3,6.19,1,12,0.329
3,13.74,0,1,0.681
0,24.31,0,19,5.452
3,20.7,0,14,1.151
4,20.27,1,3,0.043
2,13.87,1,11,0.725
2,11.45,1,9,0.308
0,15.98,0,7,2.764
4,25.25,0,23,0.039
2,0.74,0,7,0.024
4,15.67,1,16,0.014
4,4.44,1,1,0.01
2,3.96,1,14,0.232
3,1.86,1,12,0.085
2,21.01,0,4,0.526
4,16.79,0,4,0.029
2,11.48,1,7,0.299
2,11.94,0,17,0.434
4,29.84,0,18,0.026
3,13.92,0,20,0.682
4,5.76,0,11,0.01
2,5.27,0,20,0.208
3,7.44,1,2,0.541
4,8.79,1,22,0.015
3,23.45,1,22,1.913
3,3.19,1,17,0.17
1,28.71,1,5,2.153
3,2.06,1,2,0.11
1,23.82,0,7,1.809
3,2.57,1,3,0.182
1,14.96,1,16,1.005
4,3.78,1,11,0.01
1,4.14,0,18,0.435
0,26.74,0,3,6.434
1,17.77,0,22,1.267
2,26.47,1,16,0.822
4,16.84,0,8,0.025
1,5.07,0,13,0.502
1,6.2,1,9,0.596
1,23.98,0,0,1.922
3,27.31,0,20,1.529
2,13.63,0,6,0.457
4,7.03,0,16,0.014
2,13.5,0,14,0.644
3,1.89,0,6,0.115
2,15.65,0,21,0.601
4,25.72,1,5,0.06
0,20.49,0,16,2.643
1,25.17,1,8,3.008
